"NFactura","Fecha","IDProducto","Cantidad"
"560635",40744.4520833333,"23263-12",12
"560635",40744.4520833333,"23268-12",12
"560635",40744.4520833333,"23286-8",8
"560635",40744.4520833333,"23287-8",8
"560635",40744.4520833333,"20712-10",10
"560635",40744.4520833333,"21931-10",10
"560635",40744.4520833333,"23199-20",20
"560635",40744.4520833333,"22411-10",10
"560635",40744.4520833333,"23201-10",10
"560635",40744.4520833333,"23202-10",10
"560635",40744.4520833333,"20719-10",10
"560635",40744.4520833333,"20749-2",2
"560635",40744.4520833333,"21668-12",12
"560635",40744.4520833333,"20707-12",12
"560635",40744.4520833333,"22914-3",3
"560635",40744.4520833333,"84050-6",6
"560635",40744.4520833333,"22897-10",10
"560635",40744.4520833333,"22839-1",1
"560635",40744.4520833333,"22134-12",12
"560635",40744.4520833333,"22196-12",12
"560635",40744.4520833333,"22349-6",6
"560728",40744.6097222222,"22555-12",12
"560728",40744.6097222222,"85032A-12",12
"560728",40744.6097222222,"85032B-12",12
"560728",40744.6097222222,"47590A-3",3
"560728",40744.6097222222,"22423-3",3
"560728",40744.6097222222,"22378-5",5
"560728",40744.6097222222,"23298-3",3
"560728",40744.6097222222,"22669-5",5
"560728",40744.6097222222,"22326-12",12
"560728",40744.6097222222,"21452-6",6
"560728",40744.6097222222,"23028-12",12
"560728",40744.6097222222,"23029-12",12
"560728",40744.6097222222,"23031-12",12
"560728",40744.6097222222,"22028-12",12
"560728",40744.6097222222,"23245-4",4
"560728",40744.6097222222,"21672-12",12
"560728",40744.6097222222,"21671-12",12
"560728",40744.6097222222,"22139-3",3
"560876",40745.6347222222,"23200-20",20
"560876",40745.6347222222,"23199-20",20
"560876",40745.6347222222,"22302-36",36
"560876",40745.6347222222,"22303-36",36
"560876",40745.6347222222,"23206-10",10
"560876",40745.6347222222,"22895-18",18
"560876",40745.6347222222,"23229-6",6
"560876",40745.6347222222,"22629-12",12
"560876",40745.6347222222,"22634-16",16
"560876",40745.6347222222,"22382-10",10
"560876",40745.6347222222,"22385-10",10
"560876",40745.6347222222,"21249-6",6
"560876",40745.6347222222,"20977-32",32
"560876",40745.6347222222,"22326-48",48
"560876",40745.6347222222,"22549-12",12
"560876",40745.6347222222,"22620-12",12
"560876",40745.6347222222,"22619-12",12
"560876",40745.6347222222,"22181-12",12
"560876",40745.6347222222,"22580-12",12
"560876",40745.6347222222,"22042-12",12
"560876",40745.6347222222,"22818-12",12
"560876",40745.6347222222,"22816-12",12
"560876",40745.6347222222,"22044-12",12
"560876",40745.6347222222,"22025-12",12
"560876",40745.6347222222,"22037-12",12
"560876",40745.6347222222,"22029-12",12
"560876",40745.6347222222,"22027-12",12
"560876",40745.6347222222,"21509-12",12
"560876",40745.6347222222,"21788-24",24
"560876",40745.6347222222,"15060B-4",4
"560876",40745.6347222222,"85014B-6",6
"560876",40745.6347222222,"20682-6",6
"560876",40745.6347222222,"85227-12",12
"560876",40745.6347222222,"22550-4",4
"560876",40745.6347222222,"22558-12",12
"560901",40745.7354166667,"23013-4",4
"560901",40745.7354166667,"23014-4",4
"560901",40745.7354166667,"23012-4",4
"560901",40745.7354166667,"23020-1",1
"560901",40745.7354166667,"23092-2",2
"560901",40745.7354166667,"23245-4",4
"560901",40745.7354166667,"23317-2",2
"560901",40745.7354166667,"23073-1",1
"560901",40745.7354166667,"22971-6",6
"560901",40745.7354166667,"23192-12",12
"560901",40745.7354166667,"84663A-10",10
"560901",40745.7354166667,"84976-12",12
"560901",40745.7354166667,"85054-6",6
"560901",40745.7354166667,"22441-8",8
"560901",40745.7354166667,"22429-4",4
"560901",40745.7354166667,"22798-8",8
"560901",40745.7354166667,"22801-8",8
"560901",40745.7354166667,"22110-6",6
"560901",40745.7354166667,"21484-4",4
"560901",40745.7354166667,"21509-24",24
"560901",40745.7354166667,"21507-24",24
"560901",40745.7354166667,"22037-24",24
"560901",40745.7354166667,"22077-12",12
"560901",40745.7354166667,"21116-3",3
"560901",40745.7354166667,"22423-6",6
"560901",40745.7354166667,"22627-2",2
"560901",40745.7354166667,"22624-2",2
"560901",40745.7354166667,"21990-24",24
"560901",40745.7354166667,"21993-48",48
"560901",40745.7354166667,"84944-12",12
"560901",40745.7354166667,"23203-10",10
"560997",40746.5826388889,"23288-8",8
"560997",40746.5826388889,"21843-1",1
"560997",40746.5826388889,"22423-1",1
"560997",40746.5826388889,"23256-4",4
"560997",40746.5826388889,"23254-4",4
"560997",40746.5826388889,"84828-12",12
"560997",40746.5826388889,"22720-3",3
"560997",40746.5826388889,"23245-4",4
"560997",40746.5826388889,"20725-20",20
"560997",40746.5826388889,"20728-20",20
"560997",40746.5826388889,"20726-20",20
"560997",40746.5826388889,"20727-20",20
"560997",40746.5826388889,"22326-6",6
"560997",40746.5826388889,"21559-6",6
"560997",40746.5826388889,"21558-6",6
"560997",40746.5826388889,"22327-6",6
"560997",40746.5826388889,"22382-20",20
"560997",40746.5826388889,"22384-20",20
"560997",40746.5826388889,"22629-12",12
"560997",40746.5826388889,"23298-3",3
"560997",40746.5826388889,"22325-3",3
"560997",40746.5826388889,"22320-3",3
"560997",40746.5826388889,"22962-12",12
"560997",40746.5826388889,"20685-2",2
"560997",40746.5826388889,"22650-12",12
"560997",40746.5826388889,"22551-12",12
"560997",40746.5826388889,"22554-12",12
"560997",40746.5826388889,"21981-24",24
"560997",40746.5826388889,"21967-24",24
"560997",40746.5826388889,"22507-8",8
"560997",40746.5826388889,"11001-16",16
"560997",40746.5826388889,"21679-12",12
"560997",40746.5826388889,"21680-12",12
"560997",40746.5826388889,"22561-12",12
"560997",40746.5826388889,"21829-36",36
"560997",40746.5826388889,"85136C-2",2
"560997",40746.5826388889,"21239-8",8
"560997",40746.5826388889,"21238-8",8
"560997",40746.5826388889,"21240-8",8
"561037",40748.4965277778,"23250-12",12
"561037",40748.4965277778,"23249-12",12
"561037",40748.4965277778,"23252-4",4
"561037",40748.4965277778,"21559-6",6
"561037",40748.4965277778,"22423-2",2
"561037",40748.4965277778,"21238-8",8
"561037",40748.4965277778,"21240-8",8
"561037",40748.4965277778,"23236-6",6
"561037",40748.4965277778,"23240-6",6
"561037",40748.4965277778,"21914-12",12
"561037",40748.4965277778,"21915-12",12
"561037",40748.4965277778,"22355-10",10
"561037",40748.4965277778,"20723-10",10
"561037",40748.4965277778,"20724-10",10
"561037",40748.4965277778,"23254-4",4
"561037",40748.4965277778,"23286-8",8
"561037",40748.4965277778,"23287-8",8
"561037",40748.4965277778,"23285-8",8
"561037",40748.4965277778,"23288-8",8
"561037",40748.4965277778,"23290-16",16
"561037",40748.4965277778,"23292-16",16
"561037",40748.4965277778,"23545-25",25
"561037",40748.4965277778,"23547-25",25
"561037",40748.4965277778,"23549-25",25
"561037",40748.4965277778,"23548-25",25
"561037",40748.4965277778,"23550-25",25
"561037",40748.4965277778,"22629-12",12
"561037",40748.4965277778,"22551-12",12
"561037",40748.4965277778,"23256-4",4
"561037",40748.4965277778,"20719-10",10
"561037",40748.4965277778,"22326-12",12
"561037",40748.4965277778,"21731-12",12
"561037",40748.4965277778,"22037-12",12
"561037",40748.4965277778,"22716-12",12
"561037",40748.4965277778,"22029-12",12
"561037",40748.4965277778,"22815-12",12
"561037",40748.4965277778,"22077-12",12
"561037",40748.4965277778,"23034-6",6
"561037",40748.4965277778,"23035-6",6
"561037",40748.4965277778,"23033-6",6
"561037",40748.4965277778,"22467-6",6
"561037",40748.4965277778,"23251-12",12
"561094",40749.4194444444,"22150-6",6
"561094",40749.4194444444,"22551-12",12
"561094",40749.4194444444,"22554-12",12
"561094",40749.4194444444,"22555-12",12
"561094",40749.4194444444,"21058-12",12
"561094",40749.4194444444,"21680-12",12
"561094",40749.4194444444,"20971-12",12
"561094",40749.4194444444,"22422-12",12
"561094",40749.4194444444,"21746-12",12
"561094",40749.4194444444,"22622-2",2
"561094",40749.4194444444,"22037-12",12
"561094",40749.4194444444,"23292-8",8
"561094",40749.4194444444,"23290-8",8
"561094",40749.4194444444,"22303-6",6
"561094",40749.4194444444,"23199-10",10
"561094",40749.4194444444,"20719-10",10
"561094",40749.4194444444,"21062-12",12
"561094",40749.4194444444,"16156L-25",25
"561094",40749.4194444444,"21503-25",25
"561094",40749.4194444444,"22046-25",25
"561094",40749.4194444444,"22707-25",25
"561094",40749.4194444444,"23545-25",25
"561094",40749.4194444444,"23549-25",25
"561094",40749.4194444444,"21205-6",6
"561094",40749.4194444444,"84997B-4",4
"561094",40749.4194444444,"22328-6",6
"561094",40749.4194444444,"23076-24",24
"561094",40749.4194444444,"21915-12",12
"561094",40749.4194444444,"21559-6",6
"561094",40749.4194444444,"22090-6",6
"561094",40749.4194444444,"22467-12",12
"561094",40749.4194444444,"22629-12",12
"561194",40749.5791666667,"22417-24",24
"561194",40749.5791666667,"22951-24",24
"561194",40749.5791666667,"21212-24",24
"561194",40749.5791666667,"23197-12",12
"561194",40749.5791666667,"22667-6",6
"561194",40749.5791666667,"22665-6",6
"561194",40749.5791666667,"23147-12",12
"561194",40749.5791666667,"22726-4",4
"561194",40749.5791666667,"22729-4",4
"561194",40749.5791666667,"22728-4",4
"561194",40749.5791666667,"22727-4",4
"561194",40749.5791666667,"21124-24",24
"561194",40749.5791666667,"21122-24",24
"561194",40749.5791666667,"21121-24",24
"561194",40749.5791666667,"23010-3",3
"561194",40749.5791666667,"23007-3",3
"561194",40749.5791666667,"22416-12",12
"561194",40749.5791666667,"21210-12",12
"561194",40749.5791666667,"22949-12",12
"561194",40749.5791666667,"22629-12",12
"561194",40749.5791666667,"22635-2",2
"561194",40749.5791666667,"22634-2",2
"561194",40749.5791666667,"22326-6",6
"561194",40749.5791666667,"84997D-4",4
"561194",40749.5791666667,"84997B-4",4
"561194",40749.5791666667,"84997C-4",4
"561194",40749.5791666667,"23236-6",6
"561194",40749.5791666667,"22964-6",6
"561194",40749.5791666667,"84380-12",12
"561194",40749.5791666667,"84378-12",12
"561194",40749.5791666667,"23308-24",24
"C561328",40750.5791666667,"22649--1",-1
"C561328",40750.5791666667,"22423--3",-3
"C561358",40750.6319444444,"20977--32",-32
"C561358",40750.6319444444,"22303--1",-1
"C561358",40750.6319444444,"22634--8",-8
"561468",40751.5416666667,"22315-60",60
"561468",40751.5416666667,"22907-24",24
"561468",40751.5416666667,"22666-12",12
"561468",40751.5416666667,"22960-24",24
"561468",40751.5416666667,"22980-12",12
"561468",40751.5416666667,"22961-48",48
"561468",40751.5416666667,"23168-12",12
"561468",40751.5416666667,"21240-30",30
"561583",40752.4395833333,"20914-6",6
"561583",40752.4395833333,"22139-3",3
"561583",40752.4395833333,"21787-24",24
"561583",40752.4395833333,"85014B-3",3
"561583",40752.4395833333,"15056BL-3",3
"561583",40752.4395833333,"20679-3",3
"561583",40752.4395833333,"22390-6",6
"561583",40752.4395833333,"22393-6",6
"561583",40752.4395833333,"47503A-12",12
"561583",40752.4395833333,"22169-6",6
"561583",40752.4395833333,"20750-4",4
"561583",40752.4395833333,"21498-25",25
"561583",40752.4395833333,"16161P-25",25
"561583",40752.4395833333,"22329-12",12
"561583",40752.4395833333,"21121-24",24
"561583",40752.4395833333,"22452-12",12
"C561703",40753.4631944444,"23111--1",-1
"C561703",40753.4631944444,"20685--1",-1
"C561703",40753.4631944444,"21658--1",-1
"C561703",40753.4631944444,"22504--2",-2
"561911",40756.4347222222,"22652-10",10
"561911",40756.4347222222,"85049E-12",12
"561911",40756.4347222222,"22077-12",12
"561911",40756.4347222222,"22082-10",10
"561911",40756.4347222222,"85049H-12",12
"561911",40756.4347222222,"22150-6",6
"561911",40756.4347222222,"22668-5",5
"561911",40756.4347222222,"21672-12",12
"561911",40756.4347222222,"21668-12",12
"561911",40756.4347222222,"21669-12",12
"561911",40756.4347222222,"23028-6",6
"561911",40756.4347222222,"23029-6",6
"561911",40756.4347222222,"23031-6",6
"561911",40756.4347222222,"21670-12",12
"561911",40756.4347222222,"22469-12",12
"561911",40756.4347222222,"23321-12",12
"561911",40756.4347222222,"84879-8",8
"561911",40756.4347222222,"22989-6",6
"561911",40756.4347222222,"22937-6",6
"561911",40756.4347222222,"21154-10",10
"561911",40756.4347222222,"35810A-12",12
"561911",40756.4347222222,"23134-2",2
"561911",40756.4347222222,"21977-24",24
"561911",40756.4347222222,"21976-24",24
"561911",40756.4347222222,"23297-16",16
"561911",40756.4347222222,"22558-12",12
"561911",40756.4347222222,"23245-4",4
"561911",40756.4347222222,"22196-12",12
"561911",40756.4347222222,"23108-2",2
"561911",40756.4347222222,"22180-4",4
"561911",40756.4347222222,"22554-12",12
"561911",40756.4347222222,"21197-12",12
"561911",40756.4347222222,"21700-12",12
"561911",40756.4347222222,"20977-16",16
"561911",40756.4347222222,"22505-4",4
"561911",40756.4347222222,"20997-6",6
"561911",40756.4347222222,"23286-8",8
"561911",40756.4347222222,"23285-8",8
"561911",40756.4347222222,"85014A-3",3
"561911",40756.4347222222,"22129-12",12
"561911",40756.4347222222,"21577-6",6
"561911",40756.4347222222,"21578-6",6
"561911",40756.4347222222,"20718-10",10
"561911",40756.4347222222,"84970L-12",12
"561911",40756.4347222222,"84970S-12",12
"561911",40756.4347222222,"84978-12",12
"561911",40756.4347222222,"21666-12",12
"561911",40756.4347222222,"22791-12",12
"561911",40756.4347222222,"84946-12",12
"561911",40756.4347222222,"21124-24",24
"561911",40756.4347222222,"21122-24",24
"561911",40756.4347222222,"21500-25",25
"561911",40756.4347222222,"21498-25",25
"561911",40756.4347222222,"21499-25",25
"561911",40756.4347222222,"21735-2",2
"561911",40756.4347222222,"21894-12",12
"561911",40756.4347222222,"85161-1",1
"561911",40756.4347222222,"22487-2",2
"561911",40756.4347222222,"15058A-2",2
"561911",40756.4347222222,"15058B-2",2
"561911",40756.4347222222,"22962-12",12
"561911",40756.4347222222,"84819-3",3
"562035",40757.3951388889,"22139-3",3
"562035",40757.3951388889,"22617-3",3
"562035",40757.3951388889,"21358-12",12
"562035",40757.3951388889,"21731-12",12
"562035",40757.3951388889,"47578A-10",10
"562035",40757.3951388889,"21544-12",12
"562035",40757.3951388889,"22445-6",6
"562035",40757.3951388889,"23240-6",6
"562035",40757.3951388889,"22554-12",12
"562035",40757.3951388889,"84874B-10",10
"562035",40757.3951388889,"22311-6",6
"562035",40757.3951388889,"23256-4",4
"562035",40757.3951388889,"23290-8",8
"562035",40757.3951388889,"23292-8",8
"562035",40757.3951388889,"22962-12",12
"562035",40757.3951388889,"22661-10",10
"562035",40757.3951388889,"20719-10",10
"562035",40757.3951388889,"20724-10",10
"562035",40757.3951388889,"85071A-24",24
"562035",40757.3951388889,"23346-12",12
"562035",40757.3951388889,"21058-12",12
"562035",40757.3951388889,"22326-18",18
"562035",40757.3951388889,"21578-6",6
"562035",40757.3951388889,"20652-12",12
"562035",40757.3951388889,"21577-6",6
"562035",40757.3951388889,"22277-6",6
"562035",40757.3951388889,"22319-12",12
"562038",40757.3993055556,"21698-12",12
"562038",40757.3993055556,"22209-12",12
"562038",40757.3993055556,"51014L-24",24
"562038",40757.3993055556,"22303-6",6
"562038",40757.3993055556,"23344-10",10
"562038",40757.3993055556,"20724-10",10
"562038",40757.3993055556,"23200-10",10
"562038",40757.3993055556,"23199-10",10
"562038",40757.3993055556,"23204-10",10
"562038",40757.3993055556,"22895-6",6
"562038",40757.3993055556,"20718-10",10
"562038",40757.3993055556,"22139-6",6
"562038",40757.3993055556,"85099B-10",10
"562045",40757.4395833333,"23198-12",12
"562045",40757.4395833333,"23245-4",4
"562045",40757.4395833333,"23295-8",8
"562045",40757.4395833333,"23293-8",8
"562045",40757.4395833333,"23296-8",8
"562045",40757.4395833333,"23307-24",24
"562045",40757.4395833333,"23297-16",16
"562045",40757.4395833333,"23308-24",24
"562045",40757.4395833333,"23319-6",6
"562045",40757.4395833333,"84945-12",12
"562045",40757.4395833333,"22961-12",12
"562045",40757.4395833333,"22962-12",12
"562045",40757.4395833333,"22169-2",2
"562045",40757.4395833333,"23298-3",3
"562045",40757.4395833333,"22989-6",6
"562045",40757.4395833333,"22720-3",3
"562045",40757.4395833333,"22979-12",12
"562045",40757.4395833333,"22980-12",12
"562045",40757.4395833333,"84380-12",12
"562045",40757.4395833333,"23119-12",12
"562045",40757.4395833333,"22423-1",1
"562045",40757.4395833333,"23255-4",4
"562045",40757.4395833333,"23254-4",4
"562045",40757.4395833333,"23256-4",4
"562045",40757.4395833333,"23240-6",6
"562045",40757.4395833333,"21121-24",24
"562045",40757.4395833333,"23167-12",12
"562045",40757.4395833333,"21880-12",12
"562045",40757.4395833333,"22558-12",12
"562045",40757.4395833333,"22094-36",36
"562045",40757.4395833333,"22752-2",2
"562137",40758.4194444444,"23293-16",16
"562137",40758.4194444444,"23296-16",16
"562137",40758.4194444444,"23309-24",24
"562137",40758.4194444444,"23295-16",16
"562137",40758.4194444444,"23297-16",16
"562137",40758.4194444444,"23294-16",16
"562137",40758.4194444444,"23545-25",25
"562137",40758.4194444444,"22326-6",6
"562137",40758.4194444444,"23203-10",10
"562137",40758.4194444444,"85099F-10",10
"562137",40758.4194444444,"21929-10",10
"562137",40758.4194444444,"85227-12",12
"562137",40758.4194444444,"22386-10",10
"C562281",40759.4416666667,"84663A--3",-3
"C562281",40759.4416666667,"22423--1",-1
"C562281",40759.4416666667,"22798--3",-3
"C562281",40759.4416666667,"84976--2",-2
"C562281",40759.4416666667,"23020--1",-1
"562370",40759.5972222222,"22603-12",12
"562370",40759.5972222222,"22813-12",12
"562370",40759.5972222222,"23311-12",12
"562370",40759.5972222222,"23275-12",12
"562370",40759.5972222222,"23240-6",6
"562370",40759.5972222222,"23008-6",6
"562370",40759.5972222222,"23345-12",12
"562370",40759.5972222222,"23007-6",6
"562370",40759.5972222222,"23346-12",12
"562370",40759.5972222222,"22614-24",24
"562370",40759.5972222222,"22551-24",24
"562370",40759.5972222222,"22615-24",24
"562370",40759.5972222222,"23077-20",20
"562370",40759.5972222222,"21915-12",12
"562370",40759.5972222222,"21906-2",2
"562370",40759.5972222222,"21558-12",12
"562370",40759.5972222222,"22327-12",12
"562370",40759.5972222222,"22328-24",24
"562370",40759.5972222222,"22993-12",12
"562370",40759.5972222222,"22966-24",24
"562370",40759.5972222222,"22897-10",10
"562370",40759.5972222222,"22431-6",6
"562370",40759.5972222222,"22961-12",12
"562370",40759.5972222222,"22492-36",36
"562370",40759.5972222222,"21108-9",9
"562370",40759.5972222222,"22555-12",12
"562370",40759.5972222222,"23287-8",8
"562370",40759.5972222222,"23286-8",8
"562370",40759.5972222222,"23288-8",8
"562370",40759.5972222222,"23285-8",8
"562370",40759.5972222222,"23344-10",10
"562370",40759.5972222222,"22139-3",3
"562370",40759.5972222222,"22969-12",12
"562370",40759.5972222222,"20914-12",12
"562370",40759.5972222222,"22352-12",12
"562370",40759.5972222222,"20712-10",10
"562370",40759.5972222222,"21981-24",24
"562370",40759.5972222222,"22554-24",24
"562370",40759.5972222222,"23190-12",12
"562370",40759.5972222222,"23241-6",6
"562370",40759.5972222222,"23242-6",6
"562370",40759.5972222222,"22600-12",12
"562370",40759.5972222222,"22601-12",12
"562435",40759.74375,"23293-8",8
"562435",40759.74375,"22625-12",12
"562435",40759.74375,"22624-4",4
"562435",40759.74375,"22627-2",2
"562435",40759.74375,"23316-2",2
"562435",40759.74375,"22939-4",4
"C562522",40760.5340277778,"22169--1",-1
"C562522",40760.5340277778,"22139--1",-1
"562527",40760.5756944444,"21558-60",60
"562527",40760.5756944444,"22352-60",60
"562527",40760.5756944444,"22077-12",12
"562537",40760.6263888889,"23320-12",12
"562537",40760.6263888889,"23273-12",12
"562537",40760.6263888889,"23272-12",12
"562537",40760.6263888889,"23274-12",12
"562537",40760.6263888889,"84970L-12",12
"562537",40760.6263888889,"23145-12",12
"562537",40760.6263888889,"84970S-12",12
"562537",40760.6263888889,"23144-12",12
"562537",40760.6263888889,"23319-6",6
"562537",40760.6263888889,"23344-5",5
"562537",40760.6263888889,"23266-12",12
"562537",40760.6263888889,"23263-12",12
"562537",40760.6263888889,"23264-12",12
"562537",40760.6263888889,"23265-12",12
"562537",40760.6263888889,"23212-12",12
"562537",40760.6263888889,"23213-12",12
"562537",40760.6263888889,"22086-6",6
"562537",40760.6263888889,"23122-12",12
"562537",40760.6263888889,"23110-2",2
"562537",40760.6263888889,"22960-6",6
"562537",40760.6263888889,"23198-12",12
"562537",40760.6263888889,"23288-8",8
"562537",40760.6263888889,"23297-6",6
"562537",40760.6263888889,"22720-3",3
"562537",40760.6263888889,"21238-8",8
"562537",40760.6263888889,"21240-8",8
"562537",40760.6263888889,"21239-8",8
"562537",40760.6263888889,"21242-8",8
"562537",40760.6263888889,"21243-8",8
"562537",40760.6263888889,"21244-8",8
"562537",40760.6263888889,"20675-8",8
"562537",40760.6263888889,"20677-8",8
"562537",40760.6263888889,"22326-6",6
"562537",40760.6263888889,"22328-6",6
"562537",40760.6263888889,"23080-2",2
"562537",40760.6263888889,"22964-6",6
"562537",40760.6263888889,"22629-6",6
"562537",40760.6263888889,"23346-6",6
"562537",40760.6263888889,"22367-8",8
"562537",40760.6263888889,"22144-6",6
"562537",40760.6263888889,"22142-6",6
"562537",40760.6263888889,"22945-12",12
"562537",40760.6263888889,"23318-6",6
"562537",40760.6263888889,"23243-4",4
"562537",40760.6263888889,"22627-2",2
"562537",40760.6263888889,"23294-8",8
"562537",40760.6263888889,"23295-16",16
"562537",40760.6263888889,"23296-12",12
"562537",40760.6263888889,"23247-6",6
"562568",40762.4993055556,"20712-10",10
"562568",40762.4993055556,"23344-10",10
"562568",40762.4993055556,"21246-6",6
"562568",40762.4993055556,"21880-12",12
"562568",40762.4993055556,"20719-10",10
"562568",40762.4993055556,"22553-12",12
"562605",40763.4576388889,"22385-10",10
"562605",40763.4576388889,"20713-10",10
"562605",40763.4576388889,"23199-20",20
"562605",40763.4576388889,"85099B-20",20
"562605",40763.4576388889,"23269-12",12
"562605",40763.4576388889,"23268-12",12
"562605",40763.4576388889,"23265-12",12
"562605",40763.4576388889,"23266-12",12
"562605",40763.4576388889,"21507-12",12
"562605",40763.4576388889,"22716-12",12
"562605",40763.4576388889,"20712-10",10
"562605",40763.4576388889,"20749-4",4
"562605",40763.4576388889,"90070-3",3
"562605",40763.4576388889,"21829-72",72
"562605",40763.4576388889,"23200-20",20
"562605",40763.4576388889,"22386-10",10
"562605",40763.4576388889,"20725-10",10
"562605",40763.4576388889,"23206-10",10
"562729",40764.4201388889,"15060B-4",4
"562729",40764.4201388889,"21710-8",8
"562729",40764.4201388889,"21154-10",10
"562729",40764.4201388889,"37448-12",12
"C562943",40766.3861111111,"23316--1",-1
"C563107",40767.4284722222,"22965--12",-12
"C563107",40767.4284722222,"23169--1",-1
"C563107",40767.4284722222,"22960--1",-1
"C563107",40767.4284722222,"21452--1",-1
"563345",40770.5569444444,"23295-128",128
"563345",40770.5569444444,"23309-48",48
"563345",40770.5569444444,"23308-24",24
"563345",40770.5569444444,"21212-48",48
"563345",40770.5569444444,"23307-48",48
"563345",40770.5569444444,"21210-12",12
"563345",40770.5569444444,"84988-12",12
"563345",40770.5569444444,"22932-6",6
"563345",40770.5569444444,"22930-6",6
"563345",40770.5569444444,"23293-128",128
"563373",40771.4180555556,"20754-6",6
"563373",40771.4180555556,"15060B-4",4
"563373",40771.4180555556,"21481-6",6
"563373",40771.4180555556,"22625-4",4
"563540",40772.5027777778,"22176-6",6
"563540",40772.5027777778,"84931A-6",6
"563540",40772.5027777778,"22908-12",12
"563540",40772.5027777778,"21080-12",12
"563540",40772.5027777778,"20726-10",10
"563540",40772.5027777778,"85014A-3",3
"563540",40772.5027777778,"20981-12",12
"563540",40772.5027777778,"22433-6",6
"563540",40772.5027777778,"20679-3",3
"563540",40772.5027777778,"23020-2",2
"563540",40772.5027777778,"23287-8",8
"563540",40772.5027777778,"23286-8",8
"563540",40772.5027777778,"21991-12",12
"563540",40772.5027777778,"22608-36",36
"563540",40772.5027777778,"22609-36",36
"563540",40772.5027777778,"22398-12",12
"563540",40772.5027777778,"22178-12",12
"563540",40772.5027777778,"22333-8",8
"563540",40772.5027777778,"22331-8",8
"563540",40772.5027777778,"22334-8",8
"563540",40772.5027777778,"85099B-10",10
"563540",40772.5027777778,"23200-10",10
"563540",40772.5027777778,"22375-4",4
"563540",40772.5027777778,"22374-4",4
"563540",40772.5027777778,"21289-16",16
"563540",40772.5027777778,"22080-10",10
"563540",40772.5027777778,"21249-6",6
"563540",40772.5027777778,"22551-12",12
"563540",40772.5027777778,"22418-24",24
"563548",40772.5208333333,"15060B-4",4
"563548",40772.5208333333,"20971-12",12
"563548",40772.5208333333,"21232-12",12
"563548",40772.5208333333,"22220-2",2
"563548",40772.5208333333,"22221-2",2
"563548",40772.5208333333,"37449-2",2
"563548",40772.5208333333,"48185-2",2
"563548",40772.5208333333,"37500-12",12
"C563751",40774.4423611111,"21232--4",-4
"563776",40774.4743055556,"20679-15",15
"563776",40774.4743055556,"22211-12",12
"563776",40774.4743055556,"21642-24",24
"563776",40774.4743055556,"21731-12",12
"563776",40774.4743055556,"20719-10",10
"563776",40774.4743055556,"20726-10",10
"563776",40774.4743055556,"22374-4",4
"563776",40774.4743055556,"85014B-12",12
"563808",40774.4902777778,"20725-10",10
"563808",40774.4902777778,"21156-8",8
"563808",40774.4902777778,"22321-12",12
"563808",40774.4902777778,"22507-8",8
"563808",40774.4902777778,"85099B-20",20
"563808",40774.4902777778,"20712-10",10
"563808",40774.4902777778,"21928-10",10
"563808",40774.4902777778,"23202-10",10
"563808",40774.4902777778,"23203-10",10
"563808",40774.4902777778,"23343-10",10
"563808",40774.4902777778,"20713-20",20
"563808",40774.4902777778,"23344-10",10
"563808",40774.4902777778,"22431-6",6
"563808",40774.4902777778,"22432-6",6
"563808",40774.4902777778,"23176-8",8
"563808",40774.4902777778,"22175-6",6
"563808",40774.4902777778,"22176-6",6
"563808",40774.4902777778,"22483-6",6
"563808",40774.4902777778,"21055-2",2
"563808",40774.4902777778,"22716-12",12
"563808",40774.4902777778,"23353-12",12
"563808",40774.4902777778,"23354-12",12
"563914",40776.5541666667,"22898-8",8
"563914",40776.5541666667,"22367-8",8
"563914",40776.5541666667,"22629-12",12
"563914",40776.5541666667,"22551-12",12
"563914",40776.5541666667,"22417-24",24
"563914",40776.5541666667,"22534-24",24
"563914",40776.5541666667,"22964-12",12
"563914",40776.5541666667,"22617-3",3
"563914",40776.5541666667,"23292-8",8
"563914",40776.5541666667,"23290-8",8
"563914",40776.5541666667,"21680-12",12
"563914",40776.5541666667,"22326-6",6
"563914",40776.5541666667,"21559-6",6
"563914",40776.5541666667,"22328-6",6
"563914",40776.5541666667,"22630-12",12
"563914",40776.5541666667,"22631-12",12
"563914",40776.5541666667,"22659-12",12
"563950",40777.44375,"22423-48",48
"563950",40777.44375,"21700-24",24
"563950",40777.44375,"21731-12",12
"563950",40777.44375,"22419-48",48
"563950",40777.44375,"22728-12",12
"563950",40777.44375,"22741-96",96
"563950",40777.44375,"22961-24",24
"563950",40777.44375,"23245-4",4
"563950",40777.44375,"23360-12",12
"563950",40777.44375,"23375-10",10
"563950",40777.44375,"23159-12",12
"563950",40777.44375,"23155-12",12
"563950",40777.44375,"23306-12",12
"563950",40777.44375,"23174-8",8
"563950",40777.44375,"23191-12",12
"563950",40777.44375,"23316-2",2
"563950",40777.44375,"23236-6",6
"563950",40777.44375,"23238-6",6
"563950",40777.44375,"23198-12",12
"563950",40777.44375,"23197-12",12
"564039",40777.5277777778,"22326-24",24
"564039",40777.5277777778,"22328-24",24
"564039",40777.5277777778,"21914-12",12
"564039",40777.5277777778,"21915-12",12
"564039",40777.5277777778,"84375-12",12
"564039",40777.5277777778,"22745-6",6
"564039",40777.5277777778,"21212-24",24
"564039",40777.5277777778,"21213-24",24
"564039",40777.5277777778,"21975-24",24
