date	daytype	seconds	miles	tips	total	payment_type	speed
2019-01-15	weekday	840	3.1	0	12.25	Cash	13.285714
2019-03-20	weekday	580	1.3	0	7.75	Cash	8.0689655
2019-09-18	weekday	1260	0.6	6.7	39.7	Credit	1.7142857
2019-06-04	weekday	240	0.3	0	4.75	Cash	4.5000000
2019-06-06	weekday	2394	13.27	8.05	48.3	Credit	19.954887
2019-09-06	weekend	600	1.77	0	8.5	Cash	10.620000
2019-01-09	weekday	1740	18.3	0	47.25	Cash	37.862069
2019-03-04	weekday	210	0.4	0	4.5	Cash	6.8571429
2019-03-16	weekend	2160	6.8	4.9	29.4	Credit	11.333333
2019-11-04	weekday	1150	2.3	0	11.5	Cash	7.2000000
2019-03-28	weekday	480	1.2	1.5	8.5	Credit	9
2019-12-16	weekday	213	0.3	0	4.25	Cash	5.0704225
2019-02-27	weekday	2352	18.06	5	50.5	Credit	27.642857
2019-06-14	weekend	600	2.3	2	9.5	Credit	13.800000
2019-01-08	weekday	1393	19.8	3	55.25	Credit	51.170136
2019-03-01	weekend	3720	17.5	11.75	70.5	Credit	16.935484
2019-10-15	weekday	1325	15.13	0	63	Cash	41.107925
2019-07-26	weekend	302	1	2	8.25	Credit	11.920530
2019-12-17	weekday	420	0.8	0	7	Cash	6.8571429
2019-05-31	weekend	2635	18.1	3	53.5	Credit	24.728653
2019-03-14	weekday	642	1.68	0	8.25	Cash	9.4205607
2019-11-18	weekday	1002	5.54	0	17	Cash	19.904192
2019-08-29	weekday	4446	6.6	0	35.25	Cash	5.3441296
2019-03-26	weekday	127	0.28	0	4	Cash	7.9370079
2019-10-09	weekday	300	1.1	0	6.25	Cash	13.200000
2019-03-20	weekday	477	1.3	2	9.5	Credit	9.8113208
2019-04-29	weekday	1237	2.65	0	13.5	Cash	7.7122070
2019-02-28	weekday	404	0.92	2	8.5	Credit	8.1980198
2019-03-23	weekend	840	0.2	0	15.25	Cash	0.85714286
2019-07-26	weekend	373	0.7	0	5.75	Cash	6.7560322
2019-06-06	weekday	1170	1.8	4	16	Credit	5.5384615
2019-09-18	weekday	3120	1.1	9.45	56.2	Credit	1.2692308
2019-01-17	weekday	300	0.6	2	7.5	Credit	7.2000000
2019-07-30	weekday	180	0.3	1.4	7.9	Credit	6.0000000
2019-11-12	weekday	1999	18.35	10	60.5	Credit	33.046523
2019-10-13	weekday	600	2.26	0	9.5	Cash	13.560000
2019-04-08	weekday	2040	1.3	16.8	100.8	Credit	2.2941176
2019-05-10	weekend	600	1.4	4	13	Credit	8.4000000
2019-10-01	weekday	890	7.18	5.12	25.62	Credit	29.042697
2019-09-13	weekend	1620	4.1	0	17	Cash	9.1111111
2019-10-26	weekend	480	1.4	0	9.75	Cash	10.500000
2019-04-03	weekday	240	0.5	0	5	Cash	7.5000000
2019-03-11	weekday	120	0.1	0	3.75	Cash	3
2019-12-27	weekend	780	1.6	2	12	Credit	7.3846154
2019-05-09	weekday	507	0.5	0	6.5	Credit	3.5502959
2019-01-07	weekday	780	1.4	0	8.5	Cash	6.4615385
2019-03-12	weekday	660	1.7	2	10.5	Credit	9.2727273
2019-01-15	weekday	720	5.8	0	12	Cash	29.000000
2019-05-12	weekday	265	0.37	2	8	Credit	5.0264151
2019-07-16	weekday	996	2.8	2.55	15.3	Credit	10.120482
2019-05-12	weekday	1416	3.64	0	14.25	Cash	9.2542373
2019-05-02	weekday	720	0.76	0	7.75	Cash	3.8000000
2019-08-23	weekend	540	1.5	0	7.5	Cash	10
2019-05-11	weekend	727	2.47	3	13.5	Credit	12.231087
2019-10-01	weekday	331	0.88	1	7.5	Credit	9.5709970
2019-10-23	weekday	642	3.82	0	12.5	Cash	21.420561
2019-05-22	weekday	1548	4.52	5.85	25.35	Credit	10.511628
2019-06-05	weekday	941	1.2	0	8.75	Cash	4.5908608
2019-07-29	weekday	1015	3.18	0	13.5	Cash	11.278818
2019-03-26	weekday	455	1.2	1.5	9	Credit	9.4945055
2019-09-25	weekday	300	0.6	1.1	6.6	Credit	7.2000000
2019-05-15	weekday	720	2.4	0	10	Cash	12.000000
2019-02-06	weekday	723	1.91	0	9.5	Cash	9.5103734
2019-05-14	weekday	163	0.59	0	4.75	Cash	13.030675
2019-05-02	weekday	180	0.6	0	4.75	Cash	12.000000
2019-07-18	weekday	540	0.9	0	7.75	Cash	6
2019-06-08	weekend	287	3.88	3.4	20.4	Credit	48.668990
2019-09-04	weekday	1865	5.59	0	20.5	Cash	10.790349
2019-06-05	weekday	570	4.73	0	14.25	Cash	29.873684
2019-09-19	weekday	524	1.1	0	7.25	Credit	7.5572519
2019-12-01	weekday	4153	18.11	0	55.75	Cash	15.698531
2019-01-11	weekend	180	0.3	2	6.5	Credit	6.0000000
2019-10-22	weekday	523	1.03	0	6.75	Cash	7.0898662
2019-06-23	weekday	1740	0.8	5	45	Credit	1.6551724
2019-02-08	weekend	540	1.3	4	11.25	Credit	8.6666667
2019-06-17	weekday	502	1.56	0	7.5	Cash	11.187251
2019-11-06	weekday	180	0.5	2	6.5	Credit	10
2019-08-10	weekend	840	2.6	0	11.75	Cash	11.142857
2019-03-07	weekday	175	0.52	0	4.75	Cash	10.697143
2019-03-07	weekday	817	2.94	0	11	Cash	12.954712
2019-12-11	weekday	622	2.84	0	10	Cash	16.437299
2019-06-17	weekday	1875	7.6	0	23	Cash	14.592000
2019-05-27	weekday	110	0.41	0	5.25	Cash	13.418182
2019-01-25	weekend	1693	5.4	0	19.5	Cash	11.482575
2019-12-08	weekday	1200	17.49	0	48.25	Cash	52.470000
2019-09-22	weekday	821	4.81	3.88	19.38	Credit	21.091352
2019-10-05	weekend	758	3.9	0	15.25	Cash	18.522427
2019-01-29	weekday	677	0.98	0	9	Cash	5.2112260
2019-03-19	weekday	480	0.1	0	8.25	Cash	0.75000000
2019-08-16	weekend	524	0.61	0	6.25	Cash	4.1908397
2019-05-04	weekend	135	0.35	0	4.25	Cash	9.3333333
2019-09-11	weekday	279	0.63	3	8.75	Credit	8.1290323
2019-04-09	weekday	2400	17.8	0	48.5	Cash	26.700000
2019-09-14	weekend	900	2.5	0.01	11.01	Credit	10
2019-09-13	weekend	3223	17.21	13.19	65.94	Credit	19.223084
2019-02-06	weekday	1200	0.1	2.5	15	Credit	0.30000000
2019-08-01	weekday	600	1.6	2	11.5	Credit	9.6000000
2019-09-13	weekend	277	0.67	0	6.25	Cash	8.7075812
2019-07-25	weekday	420	1.5	0	8	Cash	12.857143
2019-11-30	weekend	470	2.74	0	9.75	Cash	20.987234
2019-05-10	weekend	3097	26.98	16.7	100.2	Credit	31.361963
2019-09-05	weekday	463	2.58	2	12	Credit	20.060475
2019-12-05	weekday	3281	17.9	0	49.75	Cash	19.640354
2019-03-08	weekend	298	1.02	0	5.75	Cash	12.322148
2019-10-14	weekday	780	1.6	1	9.75	Credit	7.3846154
2019-08-13	weekday	5666	48.56	0	117.75	Cash	30.853512
2019-04-26	weekend	900	1.5	2	11.5	Credit	6
2019-06-07	weekend	1319	5.17	4.19	20.94	Credit	14.110690
2019-02-10	weekday	318	0.9	2.5	8.5	Credit	10.188679
2019-05-08	weekday	120	0.3	0	4.25	Cash	9
2019-04-13	weekend	755	4.93	0	14.75	Cash	23.507285
2019-12-02	weekday	276	0.96	0	5.75	Cash	12.521739
2019-05-16	weekday	293	0.44	1	6.5	Credit	5.4061433
2019-03-11	weekday	1231	11.07	6.7	40.2	Credit	32.373680
2019-10-22	weekday	480	4.9	0	14.75	Cash	36.750000
2019-12-13	weekend	1080	0.4	4	23.75	Credit	1.3333333
2019-09-22	weekday	653	1.5	0	8	Cash	8.2695253
2019-04-06	weekend	180	0.5	0	5.75	Cash	10
2019-07-30	weekday	1641	7.89	9.44	49.94	Credit	17.308958
2019-06-09	weekday	247	0.61	2	9.25	Credit	8.8906883
2019-07-08	weekday	650	0.7	2	9.75	Credit	3.8769231
2019-10-15	weekday	479	1.15	0	7	Cash	8.6430063
2019-04-05	weekend	246	0.36	1	6	Credit	5.2682927
2019-11-08	weekend	1755	16.91	0	42	Cash	34.687179
2019-03-08	weekend	910	2.91	0	11.5	Cash	11.512088
2019-08-23	weekend	180	0.2	0	4.25	Cash	4
2019-02-01	weekend	2894	18.15	9.35	56.1	Credit	22.577747
2019-03-21	weekday	540	0.8	2	9.5	Credit	5.3333333
2019-06-13	weekday	568	1.98	0	8.5	Cash	12.549296
2019-07-19	weekend	795	2.65	0	10.5	Cash	12
2019-08-19	weekday	403	3.37	2.75	18.5	Credit	30.104218
2019-04-14	weekday	900	3.1	1.28	14.03	Credit	12.400000
2019-05-22	weekday	420	1.4	1.25	8.5	Credit	12.000000
2019-06-08	weekend	2311	15.5	9.2	55.2	Credit	24.145392
2019-02-27	weekday	617	5.56	0	17.25	Cash	32.440843
2019-06-10	weekday	720	1.7	2	11.5	Credit	8.5000000
2019-10-07	weekday	1544	10.2	0.02	28.52	Credit	23.782383
2019-03-26	weekday	3124	17.55	0	49	Cash	20.224072
2019-08-26	weekday	1423	4	0	15.25	Cash	10.119466
2019-03-15	weekend	3305	41.19	23.06	176.81	Credit	44.866566
2019-03-18	weekday	1554	1.39	0	13.25	Cash	3.2200772
2019-10-23	weekday	2340	16.7	0	48.25	Cash	25.692308
2019-07-08	weekday	803	1.61	2	11.25	Credit	7.2179328
2019-10-14	weekday	646	1.91	0	9.25	Credit	10.643963
2019-06-01	weekend	2760	1.3	0	57	Cash	1.6956522
2019-02-25	weekday	660	2.5	2	12.5	Credit	13.636364
2019-09-13	weekend	708	1.57	2	11	Credit	7.9830508
2019-10-12	weekend	506	1.41	2	9.75	Credit	10.031621
2019-12-11	weekday	780	1.5	2	11	Credit	6.9230769
2019-09-28	weekend	594	1.3	0	8	Cash	7.8787879
2019-06-03	weekday	3024	17.55	0	48.75	Cash	20.892857
2019-12-19	weekday	896	2.17	0	10.25	Cash	8.7187500
2019-12-10	weekday	3900	19.3	10.95	65.2	Credit	17.815385
2019-04-22	weekday	300	1	2	9.25	Credit	12
2019-03-20	weekday	2580	1	7	50.25	Credit	1.3953488
2019-09-27	weekend	420	0.9	0	6.25	Cash	7.7142857
2019-07-31	weekday	1020	1.4	0	10	Cash	4.9411765
2019-04-14	weekday	289	1.19	0	7.25	Cash	14.823529
2019-05-17	weekend	777	6.52	3.85	23.1	Credit	30.208494
2019-10-14	weekday	2100	17.2	12.1	60.1	Credit	29.485714
2019-12-09	weekday	2934	18.59	10.4	62.4	Credit	22.809816
2019-05-05	weekday	3060	1	3	50	Credit	1.1764706
2019-06-27	weekday	360	0.8	0	6	Cash	8
2019-07-11	weekday	615	1.83	2	12	Credit	10.712195
2019-06-18	weekday	180	0.5	0	4.75	Cash	10
2019-01-04	weekend	120	0.3	1	6	Credit	9
2019-12-18	weekday	577	1.61	0	8	Cash	10.045061
2019-09-20	weekend	992	6.4	2	21	Credit	23.225806
2019-03-28	weekday	2880	12.8	7.7	46.2	Credit	16
2019-09-07	weekend	600	1.7	0	10.5	Cash	10.200000
2019-12-11	weekday	540	1.2	2	9.25	Credit	8
2019-03-04	weekday	846	2.36	3	13.75	Credit	10.042553
2019-04-22	weekday	2203	6.6	0	20	Cash	10.785293
2019-12-15	weekday	1362	17.26	0	42.5	Cash	45.621145
2019-06-12	weekday	1500	10.67	0	28.5	Cash	25.608000
2019-08-12	weekday	408	1.21	0	6.75	Cash	10.676471
2019-03-08	weekend	794	1.77	2	12.5	Credit	8.0251889
2019-05-25	weekend	1440	10.5	5	33.75	Credit	26.250000
2019-04-07	weekday	226	10.17	0	8.5	Cash	162
2019-07-18	weekday	4086	18.95	0	59.5	Cash	16.696035
2019-10-25	weekend	645	1.93	2	11.25	Credit	10.772093
2019-02-22	weekend	650	3.27	2.6	15.6	Credit	18.110769
2019-09-28	weekend	240	0.9	0	10	Credit	13.500000
2019-07-27	weekend	1185	6.9	5.06	25.31	Credit	20.962025
2019-09-18	weekday	1054	2.8	0	12.8	Cash	9.5635674
2019-02-18	weekday	360	1	1.5	8.5	Credit	10
2019-04-28	weekday	703	2.79	0	10.25	Cash	14.287340
2019-04-24	weekday	1479	17.79	0	48	Cash	43.302231
2019-03-22	weekend	300	1	0	5.75	Cash	12
2019-02-05	weekday	540	1.62	0	8	Cash	10.800000
2019-06-12	weekday	240	0.6	0	5	Cash	9
2019-06-27	weekday	5486	17.5	10.6	63.6	Credit	11.483777
2019-07-13	weekend	294	0.6	0	5.5	Cash	7.3469388
2019-02-26	weekday	793	8.4	0	26.75	Cash	38.133670
2019-08-13	weekday	360	0.7	0	5.5	Credit	7.0000000
2019-02-19	weekday	2044	1.03	0	5.5	Cash	1.8140900
2019-06-28	weekend	903	2.84	0	12	Cash	11.322259
2019-04-01	weekday	1971	8.31	0	25	Cash	15.178082
2019-01-18	weekend	3709	17.2	15.23	65.98	Credit	16.694527
2019-02-02	weekend	720	0.1	2.65	13.4	Credit	0.50000000
2019-02-15	weekend	480	1.3	0	7	Cash	9.7500000
2019-07-30	weekday	493	1.07	1.5	8.75	Credit	7.8133874
2019-05-18	weekend	199	0.34	5	11.75	Credit	6.1507538
2019-09-06	weekend	710	1.9	0	9.25	Cash	9.6338028
2019-08-20	weekday	4954	0.46	0	5.75	Cash	0.33427533
2019-08-01	weekday	2222	17.74	9.8	58.8	Credit	28.741674
2019-02-11	weekday	204	0.56	0	4.75	Cash	9.8823529
2019-10-18	weekend	766	3	0	11	Cash	14.099217
2019-05-30	weekday	495	1.07	3	11.25	Credit	7.7818182
2019-05-20	weekday	300	1	0	6	Cash	12
2019-10-14	weekday	1172	3.25	0	13.5	Cash	9.9829352
2019-08-14	weekday	540	1.7	0	8	Cash	11.333333
2019-07-28	weekday	358	0.8	0	8.25	Credit	8.0446927
2019-05-17	weekend	565	1.37	0	7.5	Cash	8.7292035
2019-02-07	weekday	540	1.5	2	9.5	Credit	10
2019-07-03	weekday	552	1.7	2	10.5	Credit	11.086957
2019-04-11	weekday	391	1.04	2	8.75	Credit	9.5754476
2019-11-22	weekend	427	1.15	3	10.25	Credit	9.6955504
2019-06-06	weekday	1307	2.64	0	12.75	Cash	7.2716144
2019-03-28	weekday	420	1.4	0	7	Cash	12.000000
2019-04-10	weekday	2400	18.5	10	60	Credit	27.750000
2019-05-30	weekday	480	1.1	3	10	Credit	8.2500000
2019-11-27	weekday	660	1.4	0	8	Cash	7.6363636
2019-05-15	weekday	420	0.9	2	8.25	Credit	7.7142857
2019-03-23	weekend	600	6	0	19.5	Cash	36
2019-06-05	weekday	734	3.7	0	18	Cash	18.147139
2019-01-18	weekend	531	1.72	2	10.25	Credit	11.661017
2019-02-01	weekend	474	1.45	0	8.5	Cash	11.012658
2019-06-14	weekend	660	1.8	2.05	12.3	Credit	9.8181818
2019-07-31	weekday	960	1.2	0	10	Cash	4.5000000
2019-02-26	weekday	286	0.95	1	7.25	Credit	11.958042
2019-12-22	weekday	1940	16.32	0	44.25	Cash	30.284536
2019-07-27	weekend	1080	2.6	3.15	15.4	Credit	8.6666667
2019-10-05	weekend	2316	14.74	9.25	55.5	Credit	22.911917
2019-04-11	weekday	201	0.45	0	5.5	Cash	8.0597015
2019-08-05	weekday	1020	9.2	4	23.5	Credit	32.470588
2019-11-14	weekday	2004	17.66	10.94	54.69	Credit	31.724551
2019-11-07	weekday	720	2.6	2.1	12.35	Credit	13
2019-12-11	weekday	420	1.2	2	8.5	Credit	10.285714
2019-01-31	weekday	1198	2.83	1.88	14.38	Credit	8.5041736
2019-11-20	weekday	900	3	5	17	Credit	12
2019-03-04	weekday	355	0.75	0	5.5	Cash	7.6056338
2019-12-23	weekday	1920	16.7	13.5	58	Credit	31.312500
2019-06-20	weekday	2400	6.8	0	22.75	Cash	10.200000
2019-07-16	weekday	449	1	1	8	Credit	8.0178174
2019-10-02	weekday	835	6.1	0	21.5	Cash	26.299401
2019-09-13	weekend	360	0.8	2	9.25	Credit	8
2019-08-30	weekend	2760	13	0	41.75	Cash	16.956522
2019-04-19	weekend	480	1.4	0	7.5	Cash	10.500000
2019-11-10	weekday	568	3.1	3	18	Credit	19.647887
2019-03-23	weekend	420	2.6	3	12.5	Credit	22.285714
2019-12-18	weekday	1031	3.25	5	18.25	Credit	11.348206
2019-06-19	weekday	409	1.22	0	6.75	Cash	10.738386
2019-08-11	weekday	300	0.6	0	5.25	Cash	7.2000000
2019-04-14	weekday	1020	3.5	0	14.25	Cash	12.352941
2019-01-06	weekday	1380	17.5	0	48.75	Cash	45.652174
2019-06-05	weekday	439	1.51	0	8.5	Cash	12.382688
2019-11-16	weekend	271	1.25	3	10.75	Credit	16.605166
2019-08-16	weekend	600	2.2	2.25	13	Credit	13.200000
2019-03-21	weekday	2847	17.82	9.85	59.1	Credit	22.533193
2019-12-19	weekday	840	3.3	1.5	13.5	Credit	14.142857
2019-09-23	weekday	669	3.1	0	11.25	Cash	16.681614
2019-08-22	weekday	670	1.5	2	11	Credit	8.0597015
2019-08-12	weekday	840	2.6	3.75	15.75	Credit	11.142857
2019-03-04	weekday	2100	17.6	9.6	57.6	Credit	30.171429
2019-05-20	weekday	1663	6.4	5.12	25.62	Credit	13.854480
2019-01-05	weekend	840	1	0	9.5	Credit	4.2857143
2019-03-16	weekend	180	0.7	0	6	Cash	14.000000
2019-12-09	weekday	884	1.95	0	10.5	Credit	7.9411765
2019-10-18	weekend	240	0.4	0	4.5	Cash	6
2019-08-16	weekend	657	1.1	0	9	Cash	6.0273973
2019-02-18	weekday	1320	13.2	5	39.25	Credit	36
2019-05-22	weekday	571	1.31	0	7.75	Cash	8.2591944
2019-03-11	weekday	900	1.9	1	10.75	Credit	7.6000000
2019-12-20	weekend	777	3.35	0	13.25	Cash	15.521236
2019-12-06	weekend	507	1.61	0	8.75	Cash	11.431953
2019-11-19	weekday	340	0.85	1.69	8.94	Credit	9
2019-05-06	weekday	514	1.35	0	7.25	Cash	9.4552529
2019-10-03	weekday	540	1	0	8.5	Cash	6.6666667
2019-11-09	weekend	472	1.09	2	10.25	Credit	8.3135593
2019-12-06	weekend	439	1.04	2	9	Credit	8.5284738
2019-02-18	weekday	840	3.3	0	13	Cash	14.142857
2019-09-28	weekend	720	1.7	5	15	Credit	8.5000000
2019-11-11	weekday	703	2.88	0	81.25	Credit	14.748222
2019-07-11	weekday	593	2.01	2	12.75	Credit	12.202361
2019-09-08	weekday	222	1	0	5.5	Cash	16.216216
2019-10-06	weekday	1176	8.3	4.8	28.8	Credit	25.408163
2019-02-21	weekday	425	0.8	0	6	Cash	6.7764706
2019-02-15	weekend	720	2	0	9.75	Cash	10
2019-10-17	weekday	211	0.79	0	5.25	Cash	13.478673
2019-12-05	weekday	840	1.6	1.72	13.22	Credit	6.8571429
2019-07-22	weekday	1740	17.4	9.55	57.3	Credit	36
2019-12-19	weekday	290	0.71	2	9	Credit	8.8137931
2019-09-07	weekend	695	1.67	0	8.75	Cash	8.6503597
2019-07-01	weekday	683	1.15	0	8.75	Cash	6.0614934
2019-04-16	weekday	240	0.6	2	7.25	Credit	9
2019-01-16	weekday	825	3.78	0	13.25	Cash	16.494545
2019-05-31	weekend	2506	18.05	9.25	55.5	Credit	25.929769
2019-12-11	weekday	473	1.82	2	10.5	Credit	13.852008
2019-07-18	weekday	4200	1	9.25	55	Credit	0.85714286
2019-09-29	weekday	1960	12.75	0	37.75	Cash	23.418367
2019-08-14	weekday	480	1.7	0	9	Credit	12.750000
2019-12-28	weekend	484	1.13	0	9	Cash	8.4049587
2019-06-24	weekday	360	0.8	0	7	Cash	8
2019-02-22	weekend	1320	2.9	2.7	16.2	Credit	7.9090909
2019-11-24	weekday	240	1.1	0	6.25	Cash	16.500000
2019-04-05	weekend	660	1.6	0	7.75	Cash	8.7272727
2019-03-05	weekday	465	1.3	0	7.25	Cash	10.064516
2019-02-10	weekday	240	0.5	0	6.5	Cash	7.5000000
2019-10-08	weekday	1020	3.9	2.8	16.3	Credit	13.764706
2019-07-02	weekday	574	0.55	0	8.5	Cash	3.4494774
2019-09-16	weekday	540	1.5	2	9.5	Credit	10
2019-02-06	weekday	1567	18.02	7.35	56.35	Credit	41.398851
2019-02-11	weekday	480	1.6	2	9.5	Credit	12
2019-05-17	weekend	280	0.71	0	5.25	Cash	9.1285714
2019-09-18	weekday	616	1.23	2	11.25	Credit	7.1883117
2019-09-18	weekday	660	1.8	2	11	Credit	9.8181818
2019-12-06	weekend	570	0.89	0	7.75	Cash	5.6210526
2019-06-06	weekday	420	1.7	4	13.5	Credit	14.571429
2019-10-03	weekday	1260	6.22	0	19.5	Cash	17.771429
2019-04-10	weekday	1140	1.7	3	13.75	Credit	5.3684211
2019-06-11	weekday	430	0.9	2	9.75	Credit	7.5348837
2019-07-16	weekday	780	0.1	0	12	Cash	0.46153846
2019-02-18	weekday	198	0.5	3	8.25	Credit	9.0909091
2019-06-26	weekday	2470	17.57	9.8	58.8	Credit	25.608097
2019-02-02	weekend	780	2.1	2	13.25	Credit	9.6923077
2019-04-11	weekday	240	0.5	2	7.5	Credit	7.5000000
2019-03-25	weekday	720	0.1	2.45	14.7	Credit	0.50000000
2019-12-05	weekday	360	0.8	3	9	Credit	8
2019-07-18	weekday	660	2	0	9	Cash	10.909091
2019-06-25	weekday	840	0.4	3.95	23.2	Credit	1.7142857
2019-11-09	weekend	682	2.33	0	9	Cash	12.299120
2019-07-14	weekday	1363	12.24	6.65	39.9	Credit	32.328687
2019-06-11	weekday	1260	3.2	2.8	16.8	Credit	9.1428571
2019-11-13	weekday	820	2.93	2.6	15.6	Credit	12.863415
2019-05-03	weekend	791	3.36	4.12	17.87	Credit	15.292035
2019-02-10	weekday	300	0.8	2	7.25	Credit	9.6000000
2019-06-13	weekday	1576	14.06	0	36	Cash	32.116751
2019-04-26	weekend	705	3.8	0	12.75	Cash	19.404255
2019-08-11	weekday	525	0.96	2	10.25	Credit	6.5828571
2019-07-21	weekday	1863	12.56	0	32.75	Cash	24.270531
2019-08-07	weekday	1856	15.29	8.2	49.2	Credit	29.657328
2019-05-10	weekend	642	1.38	3	11.75	Credit	7.7383178
2019-02-16	weekend	911	3.4	2	15	Credit	13.435785
2019-09-15	weekday	714	2.81	0	12.75	Cash	14.168067
2019-08-06	weekday	540	1.4	1.5	9	Credit	9.3333333
2019-12-28	weekend	305	1.04	4	10.25	Credit	12.275410
2019-11-28	weekday	780	6.5	0	18.25	Cash	30
2019-03-23	weekend	1096	5.3	0	17.25	Credit	17.408759
2019-10-17	weekday	3553	17.55	12.5	62.5	Credit	17.782156
2019-02-02	weekend	1740	14.1	0	40	Cash	29.172414
2019-12-30	weekday	1200	3.4	0	13.25	Cash	10.200000
2019-08-10	weekend	535	1.4	2	11.25	Credit	9.4205607
2019-05-31	weekend	303	0.68	0	5.5	Cash	8.0792079
2019-08-16	weekend	718	1.54	0	9	Cash	7.7214485
2019-01-10	weekday	180	0.4	2	6.75	Credit	8
2019-04-18	weekday	300	0.7	0	5.25	Cash	8.4000000
2019-12-09	weekday	412	1.52	4	13.75	Credit	13.281553
2019-01-24	weekday	780	2.7	2.15	12.9	Credit	12.461538
2019-05-18	weekend	780	2.9	1.8	13.8	Credit	13.384615
2019-03-18	weekday	786	1.3	0	8	Cash	5.9541985
2019-04-12	weekend	278	0.73	0	7.5	Cash	9.4532374
2019-07-09	weekday	1279	15.75	0	39	Cash	44.331509
2019-04-21	weekday	222	0.65	0	5.25	Cash	10.540541
2019-12-02	weekday	256	0.8	0	5.25	Cash	11.250000
2019-03-12	weekday	404	0.75	0	6	Cash	6.6831683
2019-02-20	weekday	481	2	0	8.25	Cash	14.968815
2019-01-21	weekday	399	1.2	2	8.75	Credit	10.827068
2019-10-09	weekday	2100	1.4	10	65.5	Credit	2.4000000
2019-04-16	weekday	540	1	0	7	Cash	6.6666667
2019-08-21	weekday	1025	6.14	0	17.75	Cash	21.564878
2019-04-14	weekday	360	0.1	0	9.75	Cash	1
2019-09-30	weekday	2040	25.4	24.31	121.56	Credit	44.823529
2019-05-02	weekday	1084	1.65	0	11	Credit	5.4797048
2019-05-01	weekday	660	1.7	0	9.5	Cash	9.2727273
2019-09-15	weekday	780	3.5	0	11.75	Cash	16.153846
2019-03-08	weekend	2476	17.03	0	44.5	Cash	24.760905
2019-09-28	weekend	240	0.7	0	6.5	Cash	10.500000
2019-12-19	weekday	97	0.02	8.6	51.6	Credit	0.74226804
2019-02-27	weekday	319	1.23	0	6.5	Cash	13.880878
2019-10-06	weekday	780	3	2.6	15.1	Credit	13.846154
2019-06-12	weekday	317	0.6	0	5.25	Cash	6.8138801
2019-04-09	weekday	600	1.7	1	9.5	Credit	10.200000
2019-03-05	weekday	271	0.64	4	9.75	Credit	8.5018450
2019-03-29	weekend	462	2.8	0	10	Cash	21.818182
2019-07-01	weekday	480	0.9	0	7.75	Cash	6.7500000
2019-03-20	weekday	255	0.99	0	5.75	Cash	13.976471
2019-06-14	weekend	1916	5.7	0	19.75	Cash	10.709812
2019-08-11	weekday	376	1	2	10	Credit	9.5744681
2019-04-02	weekday	378	0.7	0	5.5	Cash	6.6666667
2019-05-20	weekday	3105	17.73	9.95	59.7	Credit	20.556522
2019-07-20	weekend	660	1	0	8.5	Cash	5.4545455
2019-10-31	weekday	287	0.64	0	5	Cash	8.0278746
2019-06-04	weekday	2090	15.1	6	50.75	Credit	26.009569
2019-09-12	weekday	651	0.97	0	7.5	Cash	5.3640553
2019-01-18	weekend	435	2.72	1.5	12	Credit	22.510345
2019-08-09	weekend	621	2.1	0	9.25	Cash	12.173913
2019-10-21	weekday	1804	15.91	0	40.5	Cash	31.749446
2019-05-21	weekday	2772	17.8	9.9	59.4	Credit	23.116883
2019-11-21	weekday	180	0.3	2	6.25	Credit	6.0000000
2019-01-01	weekday	805	7.25	0	21	Cash	32.422360
2019-04-17	weekday	420	0.9	3	10.75	Credit	7.7142857
2019-10-02	weekday	540	1.1	0	7.25	Cash	7.3333333
2019-09-15	weekday	1500	12.7	5	38	Credit	30.480000
2019-12-18	weekday	2394	16.97	9.3	55.8	Credit	25.518797
2019-06-23	weekday	1620	0.7	7.2	42.7	Credit	1.5555556
2019-09-05	weekday	3623	2	0	23.5	Cash	1.9873033
2019-04-13	weekend	2708	18.7	0	52.75	Cash	24.859675
2019-04-19	weekend	240	1	2	7.75	Credit	15
2019-08-31	weekend	480	0.1	2.5	10.75	Credit	0.75000000
2019-03-18	weekday	420	2.8	0	9.75	Cash	24.000000
2019-03-20	weekday	689	1.73	0	8.5	Cash	9.0391872
2019-10-09	weekday	338	0.77	0	5.5	Cash	8.2011834
2019-03-17	weekday	240	0.6	0	5	Cash	9
2019-11-10	weekday	2160	18.4	0	50	Cash	30.666667
2019-07-15	weekday	600	0.1	0	8.75	Cash	0.60000000
2019-11-12	weekday	4801	17.71	10.65	63.9	Credit	13.279733
2019-01-31	weekday	420	1.1	0	6.75	Cash	9.4285714
2019-06-06	weekday	600	4.5	0	14	Cash	27
2019-07-22	weekday	686	2	0	9	Cash	10.495627
2019-07-22	weekday	3073	12.36	13.05	56.55	Credit	14.479662
2019-08-02	weekend	1508	5.46	2.78	21.28	Credit	13.034483
2019-11-01	weekend	2640	30.6	12.8	130.3	Credit	41.727273
2019-12-03	weekday	730	1.72	2	11.25	Credit	8.4821918
2019-04-06	weekend	514	1.76	2	10.75	Credit	12.326848
2019-11-25	weekday	2100	18.1	0	47.75	Cash	31.028571
2019-07-26	weekend	1194	2.9	0	12.5	Cash	8.7437186
2019-04-02	weekday	729	1	2	10	Credit	4.9382716
2019-09-19	weekday	214	0.45	0	4.5	Cash	7.5700935
2019-12-07	weekend	900	2.9	0	12.75	Cash	11.600000
2019-08-22	weekday	520	1	1	8.25	Credit	6.9230769
2019-02-04	weekday	810	3.76	3.31	16.56	Credit	16.711111
2019-10-23	weekday	447	1.55	2	10	Credit	12.483221
